text,emotion,cleaned_text,text_length
i feel so useless and stupid,sadness,feel useless stupid,3
i feel very humiliated but also even more turned on,sadness,feel humiliated also even turned,5
i always feel kind of thing empty feeling,sadness,always feel kind thing empty feeling,6
i can feel the cool sand against my back,joy,feel cool sand back,4
i feel about him i never really told him too much guess i was scared but i havent got anything to loose now,fear,feel never really told much guess scared havent got anything loose,11
i feel sad today like legitimately bummed out,sadness,feel sad today like legitimately bummed,6
im really not feeling that passionate about this one,love,really feeling passionate one,4
i waited to hold my precious boy in my arms no i did not get to feel his sweet skin against mine after his birth no i could not rub his soft hair or look into his beautiful eyes but god had a plan,joy,waited hold precious boy arm get feel sweet skin mine birth could rub soft hair look beautiful eye god plan,20
i feel i am suffering from several related factors that in regarding treatment acne less likely to remove scars left behind by proving your diet and extract,sadness,feel suffering several related factor regarding treatment acne less likely remove scar left behind proving diet extract,17
i was gay that i began to feel disturbed and embarrassed,sadness,gay began feel disturbed embarrassed,5
i feel like were in this together and im glad for that,joy,feel like together glad,4
i feel distracted when people think i m overreacted,anger,feel distracted people think overreacted,5
i feel curious about the subject matter,surprise,feel curious subject matter,4
when junior doctors returned to work after bunking them,anger,junior doctor returned work bunking,5
i watch the snow man i can feel myself getting weepy already,sadness,watch snow man feel getting weepy already,7
i remember that we would always pat my head ahaha lt i feel like a puppy and this other guy that liked me kindaish also patted me on the head too so i guess that s a good sign of harry liking me if he patted my head maybe he thinks my hair is soft sighhh,love,remember would always pat head ahaha feel like puppy guy liked kindaish also patted head guess good sign harry liking patted head maybe think hair soft sighhh,27
ill be happy to take his money when ever he is feeling generous enough to part with it,love,ill happy take money ever feeling generous enough part,9
i am presenting here a few that we have managed to find which really clean your hair really leave it feeling lovely and really really won t irritate your skin,love,presenting managed find really clean hair really leave feeling lovely really really irritate skin,14
i didnt know what it was but i then went home to later experiment so that i would feel accepted but as i experimented i learned a new feeling the feeling of greed,love,didnt know went home later experiment would feel accepted experimented learned new feeling feeling greed,15
i feel afraid to have a voice and im just a guest,fear,feel afraid voice guest,4
i realized what i am passionate about helping women feel accepted and appreciated,love,realized passionate helping woman feel accepted appreciated,7
i am sure there will be many nervous times ahead but today i feel very hopeful and im going to enjoy the feeling for as long as it sticks around,joy,sure many nervous time ahead today feel hopeful going enjoy feeling long stick around,14
i should stop feeling so lousy about myself,sadness,stop feeling lousy,3
i know the playwright robert reid socially and i feel a bit weird being so critical of work by someone im kinda sorta friends with,surprise,know playwright robert reid socially feel bit weird critical work someone kinda sorta friend,14
i feel gloomy and depressed nothing is more calculated to cast a cloud over us than a rainy day,sadness,feel gloomy depressed nothing calculated cast cloud rainy day,9
i feel fake hellip b c a real person can feel real emotion and that s something that i can t do,sadness,feel fake hellip real person feel real emotion something,9
i feel like its vital to keep this someday list active,joy,feel like vital keep someday list active,7
i forgive myself for accepting and allowing myself to feel humiliated and rejected because someone was chosen over me,sadness,forgive accepting allowing feel humiliated rejected someone chosen,8
i cant help but feel a little bit agitated,fear,cant help feel little bit agitated,6
i finish my lesson although very happy that it is over i feel good i feel that it was worth it,joy,finish lesson although happy feel good feel worth,8
i feel very energetic to cook something very special i decide to prepare at least one dish with posto and the other days when i simply dont remain in the mood of cooking at all i again look for posto,joy,feel energetic cook something special decide prepare least one dish posto day simply dont remain mood cooking look posto,19
i was still feeling troubled,sadness,still feeling troubled,3
i just feel stupid for not realizing what was going on sooner,sadness,feel stupid realizing going sooner,5
i feel some kind of sincere connection to everyone i talk to while im working,joy,feel kind sincere connection everyone talk working,7
i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,anger,know mom would take look facebook profile feel envious fun seem friend carefree state life responsible pick time away weekend,20
im just feeling jaded,sadness,feeling jaded,2
ive been waking up and automatically thinking in portugu s also lately and it feels fantastic,joy,ive waking automatically thinking portugu also lately feel fantastic,9
i feel accepted well we all know there are a few exceptions to the rule and like i belong,joy,feel accepted well know exception rule like belong,8
i feel artistic a href http boredwithquinn,joy,feel artistic href http boredwithquinn,5
i feel less threatened by the world,fear,feel less threatened world,4
i almost started to feel like wimpy from the popeye cartoons,fear,almost started feel like wimpy popeye cartoon,7
i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of,fear,cant even explain difficult tear away something love feel doubtful,10
im super pumped to have crossed the nano finish line my novel is far from finished but im feeling optimistic,joy,super pumped crossed nano finish line novel far finished feeling optimistic,11
i feel pretty passionate about is helping people,joy,feel pretty passionate helping people,5
i feel very valued by my patients,joy,feel valued patient,3
i feel scared when my father suddenly opens a door,fear,feel scared father suddenly open door,6
i feel sad because levi certainly wont want to run a race against his typical peers because theres no way hell win,sadness,feel sad levi certainly wont want run race typical peer there way hell win,14
i feel like that fact is being abused,sadness,feel like fact abused,4
i don t feel awful enough to call them because i am exhausted,sadness,feel awful enough call exhausted,5
i said im beat and not feeling too creative but this was one hell of a day,joy,said beat feeling creative one hell day,7
i found out that someone that i knew had someone else taking tests for her,anger,found someone knew someone else taking test,7
i was completely naked and feeling horny,love,completely naked feeling horny,4
i feel is a near flawless film,joy,feel near flawless film,4
i feel our hearts are treading dangerous territory,anger,feel heart treading dangerous territory,5
i generally only use the practice shoes for party when i m feeling more casual about it i,joy,generally use practice shoe party feeling casual,7
i feel so ungrateful for the things he does regularly for me for i sin daily in everyday living,sadness,feel ungrateful thing regularly sin daily everyday living,8
i also were able to get appointment with the osteopath on the which is freaking awesome as it feels like i am caring a boulder in my stomach,love,also able get appointment osteopath freaking awesome feel like caring boulder stomach,12
im so tired and heavy all the time its a familiar feeling though not a pleasant one,joy,tired heavy time familiar feeling though pleasant one,8
i keep finding all these people who make me feel so terrible about life,sadness,keep finding people make feel terrible life,7
i mean people are discussing things about which they feel passionate,love,mean people discussing thing feel passionate,6
i am supposed to go about being strong when i feel so inhibited,sadness,supposed strong feel inhibited,4
im not really feeling it so far though i think i liked the film better,love,really feeling far though think liked film better,8
i feel so uptight about it because i know you hate it and are constantly trying to catch glimpses of the tv in the window and listen to it,fear,feel uptight know hate constantly trying catch glimpse window listen,10
i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,anger,horrible articulating feeling particularly verbally sometimes cant even remember incident mad something,12
i sure hope we do as i feel very isolated without any contact with home,sadness,sure hope feel isolated without contact home,7
i make a mistake i cringe feel idiotic and become filled with self loathing,sadness,make mistake cringe feel idiotic become filled self loathing,9
i feel like a fake a fraud a hypocrite,sadness,feel like fake fraud hypocrite,5
i hate you for making me feel unimportant,sadness,hate making feel unimportant,4
i have definitely seen and felt many blessings from heavenly father especially on the days when things feel gloomy and lonely while mike is away working hard for our future,sadness,definitely seen felt many blessing heavenly father especially day thing feel gloomy lonely mike away working hard future,18
i feel so fake,sadness,feel fake,2
i am in italy and i feel as useless as i could possibly feel i need to occupy my time not to get crazy,sadness,italy feel useless could possibly feel need occupy time get crazy,11
i feel like theyre being rude in the first place and as long as you arent snappy about it you have every right to ask him not to touch you,anger,feel like theyre rude first place long arent snappy every right ask touch,13
i had a good sleep believe it or not but still woke up feeling groggy and out of sorts,sadness,good sleep believe still woke feeling groggy sort,8
im not feeling so well right now so ill write some other day,joy,feeling well right ill write day,6
i am feeling adventurous then ill definitely go visit some of the bayou swamp areas and enjoy the beautiful cypress trees and wildlife,joy,feeling adventurous ill definitely visit bayou swamp area enjoy beautiful cypress tree wildlife,13
i feel a bit lost today,sadness,feel bit lost today,4
i am feeling ever so homesick,sadness,feeling ever homesick,3
i currently feel like crap but have to at least show my face at work lest they get suspicious at my ringing in sick the day after my holidays,fear,currently feel like crap least show face work lest get suspicious ringing sick day holiday,15
i feel tortured so much,fear,feel tortured much,3
i describe this it is so wonderful i can close my eyes and remember the cool feel in my mouth with a rich creaminess but lightness,joy,describe wonderful close eye remember cool feel mouth rich creaminess lightness,11
i feel like the time has come a fearless rescue from everyone who made you the master,joy,feel like time come fearless rescue everyone made master,9
im feeling very angry kind of sad tired and bored today,anger,feeling angry kind sad tired bored today,7
im feeling hopeful and grateful,joy,feeling hopeful grateful,3
i am good at something that i feel passionate about and all of the other students that graduate this year are in the same boat what happens after,love,good something feel passionate student graduate year boat happens,9
i always dread but end up leaving feeling positive,joy,always dread end leaving feeling positive,6
i see a woman sitting alone at a table in starbucks or at a restaurant if i m feeling playful and can t come up with an observation or something to say that s based on the moment i ll just sit down and say,joy,see woman sitting alone table starbucks restaurant feeling playful come observation something say based moment sit say,17
i was speaking a lot of that to myself because well i feel very discontent where i am at in life,sadness,speaking lot well feel discontent life,6
i was feeling kinda disappointed actually and silently wishing that these were still unpaved now,sadness,feeling kinda disappointed actually silently wishing still unpaved,8
i woke up feeling fabulous and im sure that half of that stems from the fact that ill be finishing my undergraduate studies in about weeks,joy,woke feeling fabulous sure half stem fact ill finishing undergraduate study week,12
i started feeling this job was worthwhile,joy,started feeling job worthwhile,4
i can write as many entries as humanly possible in one day and still feeling dissatisfied that i write everything i wanted to the fact that i complain all the time about being lonely,anger,write many entry humanly possible one day still feeling dissatisfied write everything wanted fact complain time lonely,17
i feel bad listing the movies becasue i like them so much,sadness,feel bad listing movie becasue like much,7
i have ticket stubs going all the way back to and every once in a while when i m feeling kinda sentimental i open up the box and go through my ticket stubs so that they can remind me of all the good times i ve had at stadiums around the country,sadness,ticket stub going way back every feeling kinda sentimental open box ticket stub remind good time stadium around country,19
i feel really burdened by this days challenge,sadness,feel really burdened day challenge,5
i feel like i am unhappy missing too much from the baby or anything else i will quit,sadness,feel like unhappy missing much baby anything else quit,9
i feel gloomy and down,sadness,feel gloomy,2
i am currently but i can t even do that right now without feeling indecisive and tied to school and writing and assignments,fear,currently even right without feeling indecisive tied school writing assignment,10
i read listen to music do various other things but am feeling unhappy with myself,sadness,read listen music various thing feeling unhappy,7
i was feeling adventurous and not quite my age,joy,feeling adventurous quite age,4
i am tired of being tired and feeling beaten down,sadness,tired tired feeling beaten,4
i know ken has this down but im feeling really inadequate what am i doing wrong,sadness,know ken feeling really inadequate wrong,6
i feel reluctant to just leave her alone like that without helping her enough to repay her goodness to me,fear,feel reluctant leave alone like without helping enough repay goodness,10
i feel as though i broke the plane if he is there then ill be aware and use my faith to wish him gone,sadness,feel though broke plane ill aware use faith wish gone,10
i feel like i could have gotten all apprehensive for no reason at all,fear,feel like could gotten apprehensive reason,6
i feel like i have to pay a fee for my broke heart,sadness,feel like pay fee broke heart,6
i have a feeling shailene will be perfect,joy,feeling shailene perfect,3
i at times feel so utterly useless and undeserving of such a magnificent woman in my life,sadness,time feel utterly useless undeserving magnificent woman life,8
i really thought i was ok with how things are but here i am out of no where crying and feeling empty and sorry for myself shame on me,sadness,really thought thing cry feeling empty sorry shame,8
i struggle with feeling so low amp so agitated,sadness,struggle feeling low amp agitated,5
i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear,guess good friend allow life feeling distressed confused,8
i don t spew my desperation all over these situations that already feel uncertain to me,fear,spew desperation situation already feel uncertain,6
i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process,anger,ask wife annulment case feel irritated kept telling process,9
im trying to be intuitive often just makes me feel sort of confused and nauseous,fear,trying intuitive often make feel sort confused nauseous,8
im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple,fear,back another skincare review well actually feel reluctant make review sectret key snail egf repairing gel cream even stopped using switched back second jar href http sparkleapple,27
i need to feel like people can love because because im not convinced that i believe that people have that capacity,joy,need feel like people love convinced believe people capacity,9
i haven t been able to shake this akward and unusual feeling i feel irritable and space out all the time feels like i was surged as well as my computer,anger,able shake akward unusual feeling feel irritable space time feel like surged well computer,14
i feel so hopeless because i m not doing well and i m really scared,sadness,feel hopeless well really scared,5
i don t know about you but that feeling of powerlessness of not being in control sends me in a mad tizzy for the haagen dazs,anger,know feeling powerlessness control sends mad tizzy haagen dazs,9
i feel honoured to be teamed with jim whom i first met about ten years ago,joy,feel honoured teamed jim first met ten year ago,9
im feeling less hateful of fandom,anger,feeling less hateful fandom,4
i have a good idea for a post but am feeling too low to write it,sadness,good idea post feeling low write,6
i think about my freedom and not having to make plans for another person all the time i feel content,joy,think freedom make plan another person time feel content,9
i see are self centered statements about you and your feelings and your looking for a sympathetic ear from anyone that will listen,love,see self centered statement feeling looking sympathetic ear anyone listen,10
i was feeling pretty crampy,joy,feeling pretty crampy,3
i spontaneously come up with a new tune or when i am taking a solo and feel myself in that creative flow just going for it not knowing what i am going to play next and surprising myself he answers indisputably,joy,spontaneously come new tune taking solo feel creative flow going knowing going play next surprising answer indisputably,17
i then asked as i often do in these situations how i could fix this so she wouldnt feel like i hated her because of my lack of postings on her facebook page,sadness,asked often situation could fix wouldnt feel like hated lack posting facebook page,13
i slapped him because feelings are dumb,sadness,slapped feeling dumb,3
i think the whimsical pop art feel of the place appeals to my artistic sensibilities,joy,think whimsical pop art feel place appeal artistic sensibility,9
i feel unwelcome or uncomfortable oh except for that time i pulled the doorknob right out of the cloest door,sadness,feel unwelcome uncomfortable except time pulled doorknob right cloest door,10
i am personally not doing well i feel lethargic with no energy and with the,sadness,personally well feel lethargic energy,5
i brought up privately a couple weeks ago that i felt targeted after feeling frustrated and belittled,anger,brought privately couple week ago felt targeted feeling frustrated belittled,10
i still feel like i deserve to be punished for things that i would instantly forgive from strangers,sadness,still feel like deserve punished thing would instantly forgive stranger,10
i feel so foolish and ashamed,sadness,feel foolish ashamed,3
i growled at her i began to feel extremely annoyed with her,anger,growled began feel extremely annoyed,5
i have been walking around feeling pissed off at the world lately,anger,walking around feeling pissed world lately,6
i am feeling really hopeful that i could fall pregnant soon and i really cannot wait for that day to come,joy,feeling really hopeful could fall pregnant soon really wait day come,11
i was building with angie i m feeling profoundly betrayed and very angry,anger,building angie feeling profoundly betrayed angry,6
i feel all kinds of dirty and not a good dirty src http nevercontrary,sadness,feel kind dirty good dirty src http nevercontrary,8
im feeling weird,fear,feeling weird,2
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger,ive taking stop bleeding gut left feeling far irritable violent usual,11
i feel like the earthquake has also shaken the foundations of my life and work,fear,feel like earthquake also shaken foundation life work,8
i feel could have been left out entirely they smack a bit of empty promotion and self congratulation but once one finds the real meat of the information its precious information indeed,sadness,feel could left entirely smack bit empty promotion self congratulation one find real meat information precious information indeed,18
i doing something that make you feel bothered,anger,something make feel bothered,4
i love your cuddles they make me feel safe and protected,joy,love cuddle make feel safe protected,6
i need to know that the pain i feel is not in vain and that there is a better and brighter day in my future,sadness,need know pain feel vain better brighter day future,9
i don t know i feel confused,fear,know feel confused,3
i can feel more submissive,sadness,feel submissive,2
i start to feel my muscles aching and break out in cold sweat,sadness,start feel muscle aching break cold sweat,7
i pray look next to my phone what time i feel my anxiety levels getting too superior,joy,pray look next phone time feel anxiety level getting superior,10
i feel could be amazing but like wonder woman is rarely handled well,surprise,feel could amazing like wonder woman rarely handled well,9
i dont really know why im bothering to do my homework but i get the feeling that it will be in vain,sadness,dont really know bothering homework get feeling vain,8
i have spent the last few weeks feeling sort of uncertain if you will,fear,spent last week feeling sort uncertain,6
im feeling frantic because ive had no sleep,fear,feeling frantic ive sleep,4
im feeling this little one move a lot now and im constantly surprised by his her little kicks,surprise,feeling little one move lot constantly surprised little kick,9
i kind of feel like im losing a part of myself as lame as that is to say,sadness,kind feel like losing part lame say,7
i know when i have had a crappy day and didn t feel productive i feel lousy and sleepy in the evening,joy,know crappy day feel productive feel lousy sleepy evening,9
i feel pretty rotten when jake takes off down the street on his hot rod mongoose and jordan strikes out trying to chase him down like an orphan straight out of a href http en,sadness,feel pretty rotten jake take street hot rod mongoose jordan strike trying chase like orphan straight href http,18
i feel most unwelcome,sadness,feel unwelcome,2
i can keep another writer from spending four years to get to the point of feeling like they can publish their work and be accepted by readers i will have truly accomplished that goal,joy,keep another writer spending four year get point feeling like publish work accepted reader truly accomplished goal,17
i am really enjoying doing tai chi with a weapon it feels flowy and elegant,joy,really enjoying tai chi weapon feel flowy elegant,8
i have no idea why i was feeling so lethargic yesterday probably because i got a bit dehydrated,sadness,idea feeling lethargic yesterday probably got bit dehydrated,8
i hasan the man who makes me feel shy retiring and modest it s not true that there s no english word for schadenfreude,fear,hasan man make feel shy retiring modest true english word schadenfreude,11
im not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots,fear,much people watcher voyeur feel kinda weird walking around taking street shot,12
i am seeing neurosurgeons document conversations regarding the safety of patients relationships and whether or not they feel threatened,fear,seeing neurosurgeon document conversation regarding safety patient relationship whether feel threatened,11
i had felt kind of ick but just figured it was nerves or feeling anxious,fear,felt kind ick figured nerve feeling anxious,7
i felt i handled it okay but the class really began to feel like instead of caring about the subject matter it was turning into a fight for my grade,love,felt handled okay class really began feel like instead caring subject matter turning fight grade,15
i feel privileged to be there at this very real and intense time,joy,feel privileged real intense time,5
i am feeling a lil overwhelmed again,surprise,feeling lil overwhelmed,3
i have been crying a lot and feeling kind of depressed,sadness,cry lot feeling kind depressed,5
i feel that would be a far more considerate and sensitive approach on the part of employers,joy,feel would far considerate sensitive approach part employer,8
i get this sudden feeling that i am completely annoyed at him,anger,get sudden feeling completely annoyed,5
i feel kinda lame now,sadness,feel kinda lame,3
i finished this book feeling all gloomy because her emo personality apparently rubbed off on me,sadness,finished book feeling gloomy emo personality apparently rubbed,8
i was feeling alone,sadness,feeling alone,2
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,anger,ive always heard choose one feauture play eye lip tone feautures love rule feel envious selena soo pretty lovely dark hair great eye wear wide colour range,27
i keep forgetting but shouldnt is no matter what happens i should not hesitate or feel too ashamed to come back to allah and get back on my feet,sadness,keep forgetting shouldnt matter happens hesitate feel ashamed come back allah get back foot,14
i should feel bothered that she was spying but i wasn t,anger,feel bothered spying,3
i feel he should have been punished,sadness,feel punished,2
im feeling more festive,joy,feeling festive,2
i feel rather superior but not in this case,joy,feel rather superior case,4
i want to make is this final one when we feel abused at these writers faking it we rupture the reader writer relationship,sadness,want make final one feel abused writer faking rupture reader writer relationship,12
i am happy to report that i was able to get miles in with minimal pain i just iced it afterwards and im feeling ok,joy,happy report able get mile minimal pain iced afterwards feeling,10
i feel like an abused puppy dog,sadness,feel like abused puppy dog,5
im feeling really stupid and more than a bit panicky but i phone the doctors and they see me straight away,sadness,feeling really stupid bit panicky phone doctor see straight away,10
i think im entitled to feeling a little triumphant,joy,think entitled feeling little triumphant,5
i ride because it makes me feel peaceful and alive,joy,ride make feel peaceful alive,5
i feel so repressed with this one now,sadness,feel repressed one,3
i returned home feeling determined disturbed disgusted and devoted,joy,returned home feeling determined disturbed disgusted devoted,7
i just ran by feel and i m glad i didn t look because i probably would have freaked out which happened a little later on in the race,joy,ran feel glad look probably would freaked happened little later race,11
i am officially feeling festive,joy,officially feeling festive,3
i cant help but feel so burdened,sadness,cant help feel burdened,4
i feel very blessed to call them mom and dad,joy,feel blessed call mom dad,5
i just tell you that the feeling of a skid is not pleasant,joy,tell feeling skid pleasant,4
i am being selfish but i feel like me trying to make him horny is redundant because he is always horny and i feel like he should try harder to make me horny,love,selfish feel like trying make horny redundant always horny feel like try harder make horny,15
i dont care how churchy or cheesy i sound right now its such a truth i feel in my heart that im so convinced its him i cant make this stuff up on my own,joy,dont care churchy cheesy sound right truth feel heart convinced cant make stuff,13
i can control is me and if people feel that i wronged them i will try my best to fix it but some people you cant make happy,anger,control people feel wronged try best fix people cant make happy,11
i don t feel there is enough information out there for people like him to encourage them and prove that university is not the only way to be successful,joy,feel enough information people like encourage prove university way successful,10
i feel im rather innocent in that respect,joy,feel rather innocent respect,4
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger,would imagine someone achieved much yet feel desire reach towards greedy hand caretaker give sand hourglass mine,17
i feel lethargic and getting pressure between my eyes and i just rfttttttttttsjiowefmklldkavsvdsbtwrsbdvfocxfibjxrklrgrmvaeridubneosdvfrwfd okay stressing doesnt help at all it makes it worse so im trying to be calm,sadness,feel lethargic getting pressure eye rfttttttttttsjiowefmklldkavsvdsbtwrsbdvfocxfibjxrklrgrmvaeridubneosdvfrwfd okay stressing doesnt help make worse trying calm,14
i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing,joy,really know many ill people nowadays glad knowing people similar position people truly get feel wonderful thing,17
i don t know how i feel about all this how i feel about my place in it if i think that my work is more or less sincere than other gen xers and so on,joy,know feel feel place think work less sincere gen xers,10
i worry about all of the time ive been spending on the computer and about how i feel so distracted by the party,anger,worry time ive spending computer feel distracted party,8
im actually going to try again this month because i had a lot of my mind in june and i think that led to me feeling a bit lethargic so fingers crossed ill do better this time,sadness,actually going try month lot mind june think led feeling bit lethargic finger crossed ill better time,17
im still feeling annoyed though,anger,still feeling annoyed though,4
i feel irritable as well,anger,feel irritable well,3
i was feeling overwhelmed,surprise,feeling overwhelmed,2
i just stayed there letting myself feel a little melancholy,sadness,stayed letting feel little melancholy,5
i am feeling a bit crappy it is not as bad as it was two weeks ago,sadness,feeling bit crappy bad two week ago,7
i feel too disillusioned to hope for anything,sadness,feel disillusioned hope anything,4
i tried going raw vegan for two weeks and it made me feel awful,sadness,tried going raw vegan two week made feel awful,9
i feel so pissed of for the fact that i am not that talented and creative as many others designers are,anger,feel pissed fact talented creative many others designer,8
i mean i feel my happiness and self worth are determined largely by others which is of course not true,joy,mean feel happiness self worth determined largely others course true,10
i felt like i had went so far now it feels like my world was shaken just the other day,fear,felt like went far feel like world shaken day,9
i was feeling a little awkward about seeing some folks,sadness,feeling little awkward seeing folk,5
i am way behind with my work on the fantasy novel and i feel very frustrated,anger,way behind work fantasy novel feel frustrated,7
i feel selfish and self indulgent,anger,feel selfish self indulgent,4
i told myself that i was feeling lethargic and tired that i had other things to do like wasting time on facebook that i needed to eat blah blah blah,sadness,told feeling lethargic tired thing like wasting time facebook needed eat blah blah blah,14
i have one toe that is starting to feel kind of numb,sadness,one toe starting feel kind numb,6
i have about pairs of heeled shoes that i hardly ever wear i love the look of heels they always make me feel quite elegant but i just cant bear the thought of not being able to really relax when i wear them,joy,pair heeled shoe hardly ever wear love look heel always make feel quite elegant cant bear thought able really relax wear,21
i do not feel remorseful and ask for forgiveness when i know ive done something wrong,sadness,feel remorseful ask forgiveness know ive done something wrong,9
i feel generous prizes for all finalists too,joy,feel generous prize finalist,4
i feel a sweet sense of optimism touched with anxiety about the coming days,joy,feel sweet sense optimism touched anxiety coming day,8
i feel strange putting a review in this post so ill keep it brief,fear,feel strange putting review post ill keep brief,8
i feel satisfied only with details and small parts,joy,feel satisfied detail small part,5
i feel treasured,love,feel treasured,2
i feel like i should go for a run to expend all this idiotic energy but iv decided to do some homework now instead and store the energy for a social event im going to this evening,sadness,feel like run expend idiotic energy decided homework instead store energy social event going evening,15
i show my temper to my parents i feel very regretful for hurting them,sadness,show temper parent feel regretful hurting,6
listening to my roommate boasting about her new clothes,anger,listening roommate boasting new clothes,5
i feel like a reluctant queen tasked to rule over a nation of miscreants who are exactly like me,fear,feel like reluctant queen tasked rule nation miscreant exactly like,10
i was going to cry at one point could feel a lump in my throat but managed to stop it as i was more distracted by the thought of getting all my vows right,anger,going cry one point could feel lump throat managed stop distracted thought getting vow right,15
i feel is a lousy diagnostician,sadness,feel lousy diagnostician,3
i have to go out into the fields and sometimes if i feel more adventurous than usual right into the woods near my home,joy,field sometimes feel adventurous usual right wood near home,9
i lauper s that starts with the line time after time which she would sing going down the memory lane and feeling nostalgic,love,lauper start line time time would sing going memory lane feeling nostalgic,12
i feel like there is a violent war going on in my stomach,anger,feel like violent war going stomach,6
i hate not feeling useful,joy,hate feeling useful,3
i just hate to feel unhappy emotions,sadness,hate feel unhappy emotion,4
i feel like im being punished because of it,sadness,feel like punished,3
i feel perfect with you comments img src http sadlovequotesforhim,joy,feel perfect comment img src http sadlovequotesforhim,7
i dont i feel amazed,surprise,dont feel amazed,3
i feel a little skeptical but what have i got to lose,fear,feel little skeptical got lose,5
i feel energised invigorated and alive once again,joy,feel energised invigorated alive,4
i cant tell you the last time i have woken up feeling like i slept well,joy,cant tell last time woken feeling like slept well,9
i had the love of my life in nathan been in love and shit and here was travis and i felt hardly anything and im sitting here feeling doomed that i would never again find someone who would give me that spark,sadness,love life nathan love shit travis felt hardly anything sitting feeling doomed would never find someone would give spark,19
i feel like a frightened little child more than anyone could ever know,fear,feel like frightened little child anyone could ever know,9
i didn t allow myself to feel the emotional depths of my sorrow,sadness,allow feel emotional depth sorrow,5
i feel all glad not being with you,joy,feel glad,2
i had the most amazing run this morning and im feeling so determined these past few days,joy,amazing run morning feeling determined past day,7
i started to feel butterflies in my stomach and my body starting to get hot,love,started feel butterfly stomach body starting get hot,8
i may heighten crucial concerns pertaining to expatriates predominantly budgetary but also during the areas i always really feel could be useful and or important or perhaps fascinating,joy,may heighten crucial concern pertaining expatriate predominantly budgetary also area always really feel could useful important perhaps fascinating,18
i was feeling deprived because we did our traveling in june but we still have one weekend getaway planned for the middle of the month as well as the free concert every tuesday and a few other random outings,sadness,feeling deprived traveling june still one weekend getaway planned middle month well free concert every tuesday random outing,18
i didnt feel cheated or deprived,sadness,didnt feel cheated deprived,4
i feel like when i was a kid it was constantly impressed upon me how awesome ants are,surprise,feel like kid constantly impressed upon awesome ant,8
i know its been months but i still feel envious of my friends who are having their school holidays,anger,know month still feel envious friend school holiday,8
i mean it is exhausting to feel bad all the time,sadness,mean exhausting feel bad time,5
i was feeling cold and wet most of the time,anger,feeling cold wet time,4
when my close friend was involved in an accident and passed away instantly he had gone to buy a new car and had asked me to wait at his home so that i could see his new car,sadness,close friend involved accident passed away instantly gone buy new car asked wait home could see new car,18
im feeling discontent or too comfortable because there is always something i should be working on in my spiritual life,sadness,feeling discontent comfortable always something working spiritual life,8
i feel empty again,sadness,feel empty,2
i feel another violent daydream coming up and i bet it has something to do with me getting my hands on a saint just costume,anger,feel another violent daydream coming bet something getting hand saint costume,11
ive been taking i keep feeling lethargic everyday unlike when i was pregnant with my previous boys,sadness,ive taking keep feeling lethargic everyday unlike pregnant previous boy,10
i feel is defective,sadness,feel defective,2
i feel that god sends us some distractions just to see how determined we are to reach our goals,joy,feel god sends distraction see determined reach goal,8
i were discussing on freedom and economic growth in global civil society i cudnt help but feeling amazed our frens in da philippines dat they r happy maintain basic living condition without rapid development as long as their freedom is not being touched,surprise,discussing freedom economic growth global civil society cudnt help feeling amazed frens philippine dat happy maintain basic living condition without rapid development long freedom touched,25
i feel so dirty in you i crash cars br style background color white color font family georgia times new roman times serif font size px line height,sadness,feel dirty crash car style background color white color font family georgia time new roman time serif font size line height,21
i know what happened might still feel real feel dangerous but i don t plan on going anywhere any time soon,anger,know happened might still feel real feel dangerous plan going anywhere time soon,13
i also don t know why is the reason of this freaky feeling that disturb my funny mood it should be but it don t,surprise,also know reason freaky feeling disturb funny mood,8
i get on the bike temperature is good no wind ya not until turning around and the first feels fabulous mph average i am thinking oh yes going for today and it may just be easy,joy,get bike temperature good wind turning around first feel fabulous mph average thinking yes going today may easy,18
i was already going to feel giggly about it,joy,already going feel giggly,4
im not feeling very glamorous at the moment to sat the least,joy,feeling glamorous moment sat least,5
i reckon this is fair enough yes the queen is their monarch but they are so geographically removed from her and her presence that i appreciate that many australians may feel more loyal to their country and own communities than to the queen herself,love,reckon fair enough yes queen monarch geographically removed presence appreciate many australian may feel loyal country community queen,18
i was feeling defeated again and super overwhelmed i stopped and realized that this is just a demanding season for me,sadness,feeling defeated super overwhelmed stopped realized demanding season,8
